instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt,Season Name
15191,2012-09-30,4,1,9,3,0,0,0,1,58,Winter
15192,2012-09-30,4,1,9,4,0,0,0,1,7,Winter
15193,2012-09-30,4,1,9,5,0,0,0,1,10,Winter
15194,2012-09-30,4,1,9,6,0,0,0,1,22,Winter
15195,2012-09-30,4,1,9,7,0,0,0,1,57,Winter
15196,2012-09-30,4,1,9,8,0,0,0,1,144,Winter
15197,2012-09-30,4,1,9,9,0,0,0,1,285,Winter
15198,2012-09-30,4,1,9,10,0,0,0,1,479,Winter
15199,2012-09-30,4,1,9,11,0,0,0,1,591,Winter
15200,2012-09-30,4,1,9,12,0,0,0,1,680,Winter
15201,2012-09-30,4,1,9,13,0,0,0,1,594,Winter
15202,2012-09-30,4,1,9,14,0,0,0,1,612,Winter
15203,2012-09-30,4,1,9,15,0,0,0,1,649,Winter
15204,2012-09-30,4,1,9,16,0,0,0,1,648,Winter
15205,2012-09-30,4,1,9,17,0,0,0,1,575,Winter
15206,2012-09-30,4,1,9,18,0,0,0,1,401,Winter
15207,2012-09-30,4,1,9,19,0,0,0,3,257,Winter
15208,2012-09-30,4,1,9,20,0,0,0,3,194,Winter
15209,2012-09-30,4,1,9,21,0,0,0,1,123,Winter
15210,2012-09-30,4,1,9,22,0,0,0,1,91,Winter
15211,2012-09-30,4,1,9,23,0,0,0,1,57,Winter
15212,2012-10-01,4,1,10,0,0,1,1,1,45,Winter
15213,2012-10-01,4,1,10,1,0,1,1,1,18,Winter
15214,2012-10-01,4,1,10,2,0,1,1,1,12,Winter
15215,2012-10-01,4,1,10,3,0,1,1,1,7,Winter
15216,2012-10-01,4,1,10,4,0,1,1,1,10,Winter
15217,2012-10-01,4,1,10,5,0,1,1,1,36,Winter
15218,2012-10-01,4,1,10,6,0,1,1,1,155,Winter
15219,2012-10-01,4,1,10,7,0,1,1,1,483,Winter
15220,2012-10-01,4,1,10,8,0,1,1,2,784,Winter
15221,2012-10-01,4,1,10,9,0,1,1,2,340,Winter
15222,2012-10-01,4,1,10,10,0,1,1,1,179,Winter
15223,2012-10-01,4,1,10,11,0,1,1,1,272,Winter
15224,2012-10-01,4,1,10,12,0,1,1,2,323,Winter
15225,2012-10-01,4,1,10,13,0,1,1,2,305,Winter
15226,2012-10-01,4,1,10,14,0,1,1,2,244,Winter
15227,2012-10-01,4,1,10,15,0,1,1,2,329,Winter
15228,2012-10-01,4,1,10,16,0,1,1,2,459,Winter
15229,2012-10-01,4,1,10,17,0,1,1,3,856,Winter
15230,2012-10-01,4,1,10,18,0,1,1,3,613,Winter
15231,2012-10-01,4,1,10,19,0,1,1,2,516,Winter
15232,2012-10-01,4,1,10,20,0,1,1,3,262,Winter
15233,2012-10-01,4,1,10,21,0,1,1,2,218,Winter
15234,2012-10-01,4,1,10,22,0,1,1,3,207,Winter
15235,2012-10-01,4,1,10,23,0,1,1,3,105,Winter
15236,2012-10-02,4,1,10,0,0,2,1,2,31,Winter
15237,2012-10-02,4,1,10,1,0,2,1,2,11,Winter
15238,2012-10-02,4,1,10,2,0,2,1,2,2,Winter
15239,2012-10-02,4,1,10,3,0,2,1,2,5,Winter
15240,2012-10-02,4,1,10,4,0,2,1,2,10,Winter
15241,2012-10-02,4,1,10,5,0,2,1,2,43,Winter
15242,2012-10-02,4,1,10,6,0,2,1,3,179,Winter
15243,2012-10-02,4,1,10,7,0,2,1,3,260,Winter
15244,2012-10-02,4,1,10,8,0,2,1,3,134,Winter
15245,2012-10-02,4,1,10,9,0,2,1,3,86,Winter
15246,2012-10-02,4,1,10,10,0,2,1,3,45,Winter
15247,2012-10-02,4,1,10,11,0,2,1,3,99,Winter
15248,2012-10-02,4,1,10,12,0,2,1,2,104,Winter
15249,2012-10-02,4,1,10,13,0,2,1,2,154,Winter
15250,2012-10-02,4,1,10,14,0,2,1,3,163,Winter
15251,2012-10-02,4,1,10,15,0,2,1,3,209,Winter
15252,2012-10-02,4,1,10,16,0,2,1,3,374,Winter
15253,2012-10-02,4,1,10,17,0,2,1,3,715,Winter
15254,2012-10-02,4,1,10,18,0,2,1,3,687,Winter
15255,2012-10-02,4,1,10,19,0,2,1,3,395,Winter
15256,2012-10-02,4,1,10,20,0,2,1,3,306,Winter
15257,2012-10-02,4,1,10,21,0,2,1,3,289,Winter
15258,2012-10-02,4,1,10,22,0,2,1,2,240,Winter
15259,2012-10-02,4,1,10,23,0,2,1,2,98,Winter
15260,2012-10-03,4,1,10,0,0,3,1,3,52,Winter
15261,2012-10-03,4,1,10,1,0,3,1,2,19,Winter
15262,2012-10-03,4,1,10,2,0,3,1,2,9,Winter
15263,2012-10-03,4,1,10,3,0,3,1,2,7,Winter
15264,2012-10-03,4,1,10,4,0,3,1,2,11,Winter
15265,2012-10-03,4,1,10,5,0,3,1,2,34,Winter
15266,2012-10-03,4,1,10,6,0,3,1,2,177,Winter
15267,2012-10-03,4,1,10,7,0,3,1,2,515,Winter
15268,2012-10-03,4,1,10,8,0,3,1,2,809,Winter
15269,2012-10-03,4,1,10,9,0,3,1,2,362,Winter
15270,2012-10-03,4,1,10,10,0,3,1,1,175,Winter
15271,2012-10-03,4,1,10,11,0,3,1,1,230,Winter
15272,2012-10-03,4,1,10,12,0,3,1,2,358,Winter
15273,2012-10-03,4,1,10,13,0,3,1,2,279,Winter
15274,2012-10-03,4,1,10,14,0,3,1,2,251,Winter
15275,2012-10-03,4,1,10,15,0,3,1,2,319,Winter
15276,2012-10-03,4,1,10,16,0,3,1,2,478,Winter
15277,2012-10-03,4,1,10,17,0,3,1,1,917,Winter
15278,2012-10-03,4,1,10,18,0,3,1,1,810,Winter
15279,2012-10-03,4,1,10,19,0,3,1,1,593,Winter
15280,2012-10-03,4,1,10,20,0,3,1,1,497,Winter
15281,2012-10-03,4,1,10,21,0,3,1,2,209,Winter
15282,2012-10-03,4,1,10,22,0,3,1,1,241,Winter
15283,2012-10-03,4,1,10,23,0,3,1,2,220,Winter
15284,2012-10-04,4,1,10,0,0,4,1,3,76,Winter
15285,2012-10-04,4,1,10,1,0,4,1,2,25,Winter
15286,2012-10-04,4,1,10,2,0,4,1,1,13,Winter
15287,2012-10-04,4,1,10,3,0,4,1,2,11,Winter
15288,2012-10-04,4,1,10,4,0,4,1,2,10,Winter
15289,2012-10-04,4,1,10,5,0,4,1,3,39,Winter
15290,2012-10-04,4,1,10,6,0,4,1,3,133,Winter
15291,2012-10-04,4,1,10,7,0,4,1,2,391,Winter
15292,2012-10-04,4,1,10,8,0,4,1,1,738,Winter
15293,2012-10-04,4,1,10,9,0,4,1,2,359,Winter
15294,2012-10-04,4,1,10,10,0,4,1,2,177,Winter
15295,2012-10-04,4,1,10,11,0,4,1,2,214,Winter
15296,2012-10-04,4,1,10,12,0,4,1,2,288,Winter
15297,2012-10-04,4,1,10,13,0,4,1,2,294,Winter
15298,2012-10-04,4,1,10,14,0,4,1,1,267,Winter
15299,2012-10-04,4,1,10,15,0,4,1,1,325,Winter
15300,2012-10-04,4,1,10,16,0,4,1,1,497,Winter
15301,2012-10-04,4,1,10,17,0,4,1,1,901,Winter
15302,2012-10-04,4,1,10,18,0,4,1,1,887,Winter
15303,2012-10-04,4,1,10,19,0,4,1,1,534,Winter
15304,2012-10-04,4,1,10,20,0,4,1,1,441,Winter
15305,2012-10-04,4,1,10,21,0,4,1,1,321,Winter
15306,2012-10-04,4,1,10,22,0,4,1,1,232,Winter
15307,2012-10-04,4,1,10,23,0,4,1,1,155,Winter
15308,2012-10-05,4,1,10,0,0,5,1,1,102,Winter
15309,2012-10-05,4,1,10,1,0,5,1,1,46,Winter
15310,2012-10-05,4,1,10,2,0,5,1,1,11,Winter
15311,2012-10-05,4,1,10,3,0,5,1,1,16,Winter
15312,2012-10-05,4,1,10,4,0,5,1,1,11,Winter
15313,2012-10-05,4,1,10,5,0,5,1,1,41,Winter
15314,2012-10-05,4,1,10,6,0,5,1,1,137,Winter
15315,2012-10-05,4,1,10,7,0,5,1,1,428,Winter
15316,2012-10-05,4,1,10,8,0,5,1,1,785,Winter
15317,2012-10-05,4,1,10,9,0,5,1,1,384,Winter
15318,2012-10-05,4,1,10,10,0,5,1,1,260,Winter
15319,2012-10-05,4,1,10,11,0,5,1,1,304,Winter
15320,2012-10-05,4,1,10,12,0,5,1,1,468,Winter
15321,2012-10-05,4,1,10,13,0,5,1,1,424,Winter
15322,2012-10-05,4,1,10,14,0,5,1,1,400,Winter
15323,2012-10-05,4,1,10,15,0,5,1,1,470,Winter
15324,2012-10-05,4,1,10,16,0,5,1,1,634,Winter
15325,2012-10-05,4,1,10,17,0,5,1,1,900,Winter
15326,2012-10-05,4,1,10,18,0,5,1,1,761,Winter
15327,2012-10-05,4,1,10,19,0,5,1,1,500,Winter
15328,2012-10-05,4,1,10,20,0,5,1,1,372,Winter
15329,2012-10-05,4,1,10,21,0,5,1,1,267,Winter
15330,2012-10-05,4,1,10,22,0,5,1,1,264,Winter
15331,2012-10-05,4,1,10,23,0,5,1,1,171,Winter
15332,2012-10-06,4,1,10,0,0,6,0,1,191,Winter
15333,2012-10-06,4,1,10,1,0,6,0,1,141,Winter
15334,2012-10-06,4,1,10,2,0,6,0,1,75,Winter
15335,2012-10-06,4,1,10,3,0,6,0,1,56,Winter
15336,2012-10-06,4,1,10,4,0,6,0,1,11,Winter
15337,2012-10-06,4,1,10,5,0,6,0,1,10,Winter
15338,2012-10-06,4,1,10,6,0,6,0,1,30,Winter
15339,2012-10-06,4,1,10,7,0,6,0,1,84,Winter
15340,2012-10-06,4,1,10,8,0,6,0,1,206,Winter
15341,2012-10-06,4,1,10,9,0,6,0,1,395,Winter
15342,2012-10-06,4,1,10,10,0,6,0,1,539,Winter
15343,2012-10-06,4,1,10,11,0,6,0,1,647,Winter
15344,2012-10-06,4,1,10,12,0,6,0,1,743,Winter
15345,2012-10-06,4,1,10,13,0,6,0,2,710,Winter
15346,2012-10-06,4,1,10,14,0,6,0,2,576,Winter
15347,2012-10-06,4,1,10,15,0,6,0,1,620,Winter
15348,2012-10-06,4,1,10,16,0,6,0,1,659,Winter
15349,2012-10-06,4,1,10,17,0,6,0,1,610,Winter
15350,2012-10-06,4,1,10,18,0,6,0,1,495,Winter
15351,2012-10-06,4,1,10,19,0,6,0,1,341,Winter
15352,2012-10-06,4,1,10,20,0,6,0,1,247,Winter
15353,2012-10-06,4,1,10,21,0,6,0,1,215,Winter
15354,2012-10-06,4,1,10,22,0,6,0,1,185,Winter
15355,2012-10-06,4,1,10,23,0,6,0,1,179,Winter
15356,2012-10-07,4,1,10,0,0,0,0,1,127,Winter
15357,2012-10-07,4,1,10,1,0,0,0,1,109,Winter
15358,2012-10-07,4,1,10,2,0,0,0,1,74,Winter
15359,2012-10-07,4,1,10,3,0,0,0,2,22,Winter
15360,2012-10-07,4,1,10,4,0,0,0,2,11,Winter
15361,2012-10-07,4,1,10,5,0,0,0,2,10,Winter
15362,2012-10-07,4,1,10,6,0,0,0,2,23,Winter
15363,2012-10-07,4,1,10,7,0,0,0,3,35,Winter
15364,2012-10-07,4,1,10,8,0,0,0,3,62,Winter
15365,2012-10-07,4,1,10,9,0,0,0,3,86,Winter
15366,2012-10-07,4,1,10,10,0,0,0,2,185,Winter
15367,2012-10-07,4,1,10,11,0,0,0,2,336,Winter
15368,2012-10-07,4,1,10,12,0,0,0,2,392,Winter
15369,2012-10-07,4,1,10,13,0,0,0,2,320,Winter
15370,2012-10-07,4,1,10,14,0,0,0,2,314,Winter
15371,2012-10-07,4,1,10,15,0,0,0,3,306,Winter
15372,2012-10-07,4,1,10,16,0,0,0,3,333,Winter
15373,2012-10-07,4,1,10,17,0,0,0,3,157,Winter
15374,2012-10-07,4,1,10,18,0,0,0,3,106,Winter
15375,2012-10-07,4,1,10,19,0,0,0,2,114,Winter
15376,2012-10-07,4,1,10,20,0,0,0,1,116,Winter
15377,2012-10-07,4,1,10,21,0,0,0,1,113,Winter
15378,2012-10-07,4,1,10,22,0,0,0,1,79,Winter
15379,2012-10-07,4,1,10,23,0,0,0,1,80,Winter
15380,2012-10-08,4,1,10,0,1,1,0,1,51,Winter
15381,2012-10-08,4,1,10,1,1,1,0,1,37,Winter
15382,2012-10-08,4,1,10,2,1,1,0,1,15,Winter
15383,2012-10-08,4,1,10,3,1,1,0,1,10,Winter
15384,2012-10-08,4,1,10,4,1,1,0,1,7,Winter
15385,2012-10-08,4,1,10,5,1,1,0,1,19,Winter
15386,2012-10-08,4,1,10,6,1,1,0,1,59,Winter
15387,2012-10-08,4,1,10,7,1,1,0,2,154,Winter
15388,2012-10-08,4,1,10,8,1,1,0,2,397,Winter
15389,2012-10-08,4,1,10,9,1,1,0,2,332,Winter
15390,2012-10-08,4,1,10,10,1,1,0,2,298,Winter
15391,2012-10-08,4,1,10,11,1,1,0,2,308,Winter
15392,2012-10-08,4,1,10,12,1,1,0,2,341,Winter
15393,2012-10-08,4,1,10,13,1,1,0,2,405,Winter
15394,2012-10-08,4,1,10,14,1,1,0,2,420,Winter
15395,2012-10-08,4,1,10,15,1,1,0,3,370,Winter
15396,2012-10-08,4,1,10,16,1,1,0,3,377,Winter
15397,2012-10-08,4,1,10,17,1,1,0,2,497,Winter
15398,2012-10-08,4,1,10,18,1,1,0,2,456,Winter
15399,2012-10-08,4,1,10,19,1,1,0,2,371,Winter
15400,2012-10-08,4,1,10,20,1,1,0,3,227,Winter
15401,2012-10-08,4,1,10,21,1,1,0,2,151,Winter
15402,2012-10-08,4,1,10,22,1,1,0,3,107,Winter
15403,2012-10-08,4,1,10,23,1,1,0,2,69,Winter
15404,2012-10-09,4,1,10,0,0,2,1,2,31,Winter
15405,2012-10-09,4,1,10,1,0,2,1,3,13,Winter
15406,2012-10-09,4,1,10,2,0,2,1,3,7,Winter
15407,2012-10-09,4,1,10,3,0,2,1,3,3,Winter
15408,2012-10-09,4,1,10,4,0,2,1,3,7,Winter
15409,2012-10-09,4,1,10,5,0,2,1,2,19,Winter
15410,2012-10-09,4,1,10,6,0,2,1,2,143,Winter
15411,2012-10-09,4,1,10,7,0,2,1,1,362,Winter
15412,2012-10-09,4,1,10,8,0,2,1,2,713,Winter
15413,2012-10-09,4,1,10,9,0,2,1,2,382,Winter
15414,2012-10-09,4,1,10,10,0,2,1,2,164,Winter
15415,2012-10-09,4,1,10,11,0,2,1,2,193,Winter
15416,2012-10-09,4,1,10,12,0,2,1,2,260,Winter
15417,2012-10-09,4,1,10,13,0,2,1,2,238,Winter
15418,2012-10-09,4,1,10,14,0,2,1,2,244,Winter
15419,2012-10-09,4,1,10,15,0,2,1,2,254,Winter
15420,2012-10-09,4,1,10,16,0,2,1,2,424,Winter
15421,2012-10-09,4,1,10,17,0,2,1,2,806,Winter
15422,2012-10-09,4,1,10,18,0,2,1,2,784,Winter
15423,2012-10-09,4,1,10,19,0,2,1,2,514,Winter
15424,2012-10-09,4,1,10,20,0,2,1,2,360,Winter
15425,2012-10-09,4,1,10,21,0,2,1,2,225,Winter
15426,2012-10-09,4,1,10,22,0,2,1,2,162,Winter
15427,2012-10-09,4,1,10,23,0,2,1,2,84,Winter
15428,2012-10-10,4,1,10,0,0,3,1,2,33,Winter
15429,2012-10-10,4,1,10,1,0,3,1,2,8,Winter
15430,2012-10-10,4,1,10,2,0,3,1,2,8,Winter
15431,2012-10-10,4,1,10,3,0,3,1,2,6,Winter
15432,2012-10-10,4,1,10,4,0,3,1,2,6,Winter
15433,2012-10-10,4,1,10,5,0,3,1,2,40,Winter
15434,2012-10-10,4,1,10,6,0,3,1,2,175,Winter
15435,2012-10-10,4,1,10,7,0,3,1,1,507,Winter
15436,2012-10-10,4,1,10,8,0,3,1,1,839,Winter
15437,2012-10-10,4,1,10,9,0,3,1,1,366,Winter
15438,2012-10-10,4,1,10,10,0,3,1,1,217,Winter
15439,2012-10-10,4,1,10,11,0,3,1,1,291,Winter
15440,2012-10-10,4,1,10,12,0,3,1,1,390,Winter
15441,2012-10-10,4,1,10,13,0,3,1,1,297,Winter
15442,2012-10-10,4,1,10,14,0,3,1,1,271,Winter
15443,2012-10-10,4,1,10,15,0,3,1,1,319,Winter
15444,2012-10-10,4,1,10,16,0,3,1,1,566,Winter
15445,2012-10-10,4,1,10,17,0,3,1,1,948,Winter
15446,2012-10-10,4,1,10,18,0,3,1,2,844,Winter
15447,2012-10-10,4,1,10,19,0,3,1,2,566,Winter
15448,2012-10-10,4,1,10,20,0,3,1,1,392,Winter
15449,2012-10-10,4,1,10,21,0,3,1,1,269,Winter
15450,2012-10-10,4,1,10,22,0,3,1,1,197,Winter
15451,2012-10-10,4,1,10,23,0,3,1,1,136,Winter
15452,2012-10-11,4,1,10,0,0,4,1,1,42,Winter
15453,2012-10-11,4,1,10,1,0,4,1,1,11,Winter
15454,2012-10-11,4,1,10,2,0,4,1,1,11,Winter
15455,2012-10-11,4,1,10,3,0,4,1,1,3,Winter
15456,2012-10-11,4,1,10,4,0,4,1,1,10,Winter
15457,2012-10-11,4,1,10,5,0,4,1,1,42,Winter
15458,2012-10-11,4,1,10,6,0,4,1,1,159,Winter
15459,2012-10-11,4,1,10,7,0,4,1,1,478,Winter
15460,2012-10-11,4,1,10,8,0,4,1,1,798,Winter
15461,2012-10-11,4,1,10,9,0,4,1,1,355,Winter
15462,2012-10-11,4,1,10,10,0,4,1,1,204,Winter
15463,2012-10-11,4,1,10,11,0,4,1,1,251,Winter
15464,2012-10-11,4,1,10,12,0,4,1,1,326,Winter
15465,2012-10-11,4,1,10,13,0,4,1,1,291,Winter
15466,2012-10-11,4,1,10,14,0,4,1,1,348,Winter
15467,2012-10-11,4,1,10,15,0,4,1,1,460,Winter
15468,2012-10-11,4,1,10,16,0,4,1,1,481,Winter
15469,2012-10-11,4,1,10,17,0,4,1,1,827,Winter
15470,2012-10-11,4,1,10,18,0,4,1,1,692,Winter
15471,2012-10-11,4,1,10,19,0,4,1,1,743,Winter
15472,2012-10-11,4,1,10,20,0,4,1,1,415,Winter
15473,2012-10-11,4,1,10,21,0,4,1,1,260,Winter
15474,2012-10-11,4,1,10,22,0,4,1,1,177,Winter
15475,2012-10-11,4,1,10,23,0,4,1,1,186,Winter
15476,2012-10-12,4,1,10,0,0,5,1,1,68,Winter
15477,2012-10-12,4,1,10,1,0,5,1,1,37,Winter
15478,2012-10-12,4,1,10,2,0,5,1,1,16,Winter
15479,2012-10-12,4,1,10,3,0,5,1,1,6,Winter
15480,2012-10-12,4,1,10,4,0,5,1,1,8,Winter
15481,2012-10-12,4,1,10,5,0,5,1,1,35,Winter
15482,2012-10-12,4,1,10,6,0,5,1,1,143,Winter
15483,2012-10-12,4,1,10,7,0,5,1,1,392,Winter
15484,2012-10-12,4,1,10,8,0,5,1,1,745,Winter
15485,2012-10-12,4,1,10,9,0,5,1,1,400,Winter
15486,2012-10-12,4,1,10,10,0,5,1,1,275,Winter
15487,2012-10-12,4,1,10,11,0,5,1,1,313,Winter
15488,2012-10-12,4,1,10,12,0,5,1,1,387,Winter
15489,2012-10-12,4,1,10,13,0,5,1,1,381,Winter
15490,2012-10-12,4,1,10,14,0,5,1,1,371,Winter
15491,2012-10-12,4,1,10,15,0,5,1,1,455,Winter
15492,2012-10-12,4,1,10,16,0,5,1,1,520,Winter
15493,2012-10-12,4,1,10,17,0,5,1,1,837,Winter
15494,2012-10-12,4,1,10,18,0,5,1,1,642,Winter
15495,2012-10-12,4,1,10,19,0,5,1,1,493,Winter
15496,2012-10-12,4,1,10,20,0,5,1,1,308,Winter
15497,2012-10-12,4,1,10,21,0,5,1,1,190,Winter
15498,2012-10-12,4,1,10,22,0,5,1,1,160,Winter
15499,2012-10-12,4,1,10,23,0,5,1,1,100,Winter
15500,2012-10-13,4,1,10,0,0,6,0,1,249,Winter
15501,2012-10-13,4,1,10,1,0,6,0,1,146,Winter
15502,2012-10-13,4,1,10,2,0,6,0,1,67,Winter
15503,2012-10-13,4,1,10,3,0,6,0,1,15,Winter
15504,2012-10-13,4,1,10,4,0,6,0,1,11,Winter
15505,2012-10-13,4,1,10,5,0,6,0,1,11,Winter
15506,2012-10-13,4,1,10,6,0,6,0,1,28,Winter
15507,2012-10-13,4,1,10,7,0,6,0,1,70,Winter
15508,2012-10-13,4,1,10,8,0,6,0,1,174,Winter
15509,2012-10-13,4,1,10,9,0,6,0,1,266,Winter
15510,2012-10-13,4,1,10,10,0,6,0,1,347,Winter
15511,2012-10-13,4,1,10,11,0,6,0,1,527,Winter
15512,2012-10-13,4,1,10,12,0,6,0,1,573,Winter
15513,2012-10-13,4,1,10,13,0,6,0,1,670,Winter
15514,2012-10-13,4,1,10,14,0,6,0,1,597,Winter
15515,2012-10-13,4,1,10,15,0,6,0,1,615,Winter
15516,2012-10-13,4,1,10,16,0,6,0,1,637,Winter
15517,2012-10-13,4,1,10,17,0,6,0,1,528,Winter
15518,2012-10-13,4,1,10,18,0,6,0,1,473,Winter
15519,2012-10-13,4,1,10,19,0,6,0,1,332,Winter
15520,2012-10-13,4,1,10,20,0,6,0,1,255,Winter
15521,2012-10-13,4,1,10,21,0,6,0,1,204,Winter
15522,2012-10-13,4,1,10,22,0,6,0,1,189,Winter
15523,2012-10-13,4,1,10,23,0,6,0,1,125,Winter
15524,2012-10-14,4,1,10,0,0,0,0,1,111,Winter
15525,2012-10-14,4,1,10,1,0,0,0,1,112,Winter
15526,2012-10-14,4,1,10,2,0,0,0,1,66,Winter
15527,2012-10-14,4,1,10,3,0,0,0,1,28,Winter
15528,2012-10-14,4,1,10,4,0,0,0,1,12,Winter
15529,2012-10-14,4,1,10,5,0,0,0,1,11,Winter
15530,2012-10-14,4,1,10,6,0,0,0,1,24,Winter
15531,2012-10-14,4,1,10,7,0,0,0,1,51,Winter
15532,2012-10-14,4,1,10,8,0,0,0,1,132,Winter
15533,2012-10-14,4,1,10,9,0,0,0,2,223,Winter
15534,2012-10-14,4,1,10,10,0,0,0,1,428,Winter
15535,2012-10-14,4,1,10,11,0,0,0,1,494,Winter
15536,2012-10-14,4,1,10,12,0,0,0,1,562,Winter
15537,2012-10-14,4,1,10,13,0,0,0,1,619,Winter
15538,2012-10-14,4,1,10,14,0,0,0,1,617,Winter
15539,2012-10-14,4,1,10,15,0,0,0,1,568,Winter
15540,2012-10-14,4,1,10,16,0,0,0,1,581,Winter
15541,2012-10-14,4,1,10,17,0,0,0,1,539,Winter
15542,2012-10-14,4,1,10,18,0,0,0,1,453,Winter
15543,2012-10-14,4,1,10,19,0,0,0,1,336,Winter
15544,2012-10-14,4,1,10,20,0,0,0,1,246,Winter
15545,2012-10-14,4,1,10,21,0,0,0,1,196,Winter
15546,2012-10-14,4,1,10,22,0,0,0,1,125,Winter
15547,2012-10-14,4,1,10,23,0,0,0,2,105,Winter
15548,2012-10-15,4,1,10,0,0,1,1,2,48,Winter
15549,2012-10-15,4,1,10,1,0,1,1,2,29,Winter
15550,2012-10-15,4,1,10,2,0,1,1,2,6,Winter
15551,2012-10-15,4,1,10,3,0,1,1,2,4,Winter
15552,2012-10-15,4,1,10,4,0,1,1,2,10,Winter
15553,2012-10-15,4,1,10,5,0,1,1,2,40,Winter
15554,2012-10-15,4,1,10,6,0,1,1,2,147,Winter
15555,2012-10-15,4,1,10,7,0,1,1,2,476,Winter
15556,2012-10-15,4,1,10,8,0,1,1,2,737,Winter
15557,2012-10-15,4,1,10,9,0,1,1,3,359,Winter
15558,2012-10-15,4,1,10,10,0,1,1,2,168,Winter
15559,2012-10-15,4,1,10,11,0,1,1,2,263,Winter
15560,2012-10-15,4,1,10,12,0,1,1,3,284,Winter
15561,2012-10-15,4,1,10,13,0,1,1,2,146,Winter
15562,2012-10-15,4,1,10,14,0,1,1,2,185,Winter
15563,2012-10-15,4,1,10,15,0,1,1,1,260,Winter
15564,2012-10-15,4,1,10,16,0,1,1,1,447,Winter
15565,2012-10-15,4,1,10,17,0,1,1,1,766,Winter
15566,2012-10-15,4,1,10,18,0,1,1,3,592,Winter
15567,2012-10-15,4,1,10,19,0,1,1,3,239,Winter
15568,2012-10-15,4,1,10,20,0,1,1,2,256,Winter
15569,2012-10-15,4,1,10,21,0,1,1,1,206,Winter
15570,2012-10-15,4,1,10,22,0,1,1,1,126,Winter
15571,2012-10-15,4,1,10,23,0,1,1,1,81,Winter
15572,2012-10-16,4,1,10,0,0,2,1,1,48,Winter
15573,2012-10-16,4,1,10,1,0,2,1,1,13,Winter
15574,2012-10-16,4,1,10,2,0,2,1,1,3,Winter
15575,2012-10-16,4,1,10,3,0,2,1,1,2,Winter
15576,2012-10-16,4,1,10,4,0,2,1,1,7,Winter
15577,2012-10-16,4,1,10,5,0,2,1,1,52,Winter
15578,2012-10-16,4,1,10,6,0,2,1,1,172,Winter
15579,2012-10-16,4,1,10,7,0,2,1,1,525,Winter
15580,2012-10-16,4,1,10,8,0,2,1,1,835,Winter
15581,2012-10-16,4,1,10,9,0,2,1,1,355,Winter
15582,2012-10-16,4,1,10,10,0,2,1,1,222,Winter
15583,2012-10-16,4,1,10,11,0,2,1,1,228,Winter
15584,2012-10-16,4,1,10,12,0,2,1,2,325,Winter
15585,2012-10-16,4,1,10,13,0,2,1,1,328,Winter
15586,2012-10-16,4,1,10,14,0,2,1,1,308,Winter
15587,2012-10-16,4,1,10,15,0,2,1,1,346,Winter
15588,2012-10-16,4,1,10,16,0,2,1,1,446,Winter
15589,2012-10-16,4,1,10,17,0,2,1,1,943,Winter
15590,2012-10-16,4,1,10,18,0,2,1,1,838,Winter
15591,2012-10-16,4,1,10,19,0,2,1,1,531,Winter
15592,2012-10-16,4,1,10,20,0,2,1,1,432,Winter
15593,2012-10-16,4,1,10,21,0,2,1,1,195,Winter
15594,2012-10-16,4,1,10,22,0,2,1,1,181,Winter
15595,2012-10-16,4,1,10,23,0,2,1,1,199,Winter
15596,2012-10-17,4,1,10,0,0,3,1,1,49,Winter
15597,2012-10-17,4,1,10,1,0,3,1,1,17,Winter
15598,2012-10-17,4,1,10,2,0,3,1,1,16,Winter
15599,2012-10-17,4,1,10,3,0,3,1,1,7,Winter
15600,2012-10-17,4,1,10,4,0,3,1,1,4,Winter
15601,2012-10-17,4,1,10,5,0,3,1,2,41,Winter
15602,2012-10-17,4,1,10,6,0,3,1,1,178,Winter
15603,2012-10-17,4,1,10,7,0,3,1,1,464,Winter
15604,2012-10-17,4,1,10,8,0,3,1,2,817,Winter
15605,2012-10-17,4,1,10,9,0,3,1,2,382,Winter
15606,2012-10-17,4,1,10,10,0,3,1,2,228,Winter
15607,2012-10-17,4,1,10,11,0,3,1,2,234,Winter
15608,2012-10-17,4,1,10,12,0,3,1,2,332,Winter
15609,2012-10-17,4,1,10,13,0,3,1,2,310,Winter
15610,2012-10-17,4,1,10,14,0,3,1,2,270,Winter
15611,2012-10-17,4,1,10,15,0,3,1,2,301,Winter
15612,2012-10-17,4,1,10,16,0,3,1,1,466,Winter
15613,2012-10-17,4,1,10,17,0,3,1,1,888,Winter
15614,2012-10-17,4,1,10,18,0,3,1,1,884,Winter
15615,2012-10-17,4,1,10,19,0,3,1,1,516,Winter
15616,2012-10-17,4,1,10,20,0,3,1,1,414,Winter
15617,2012-10-17,4,1,10,21,0,3,1,1,329,Winter
15618,2012-10-17,4,1,10,22,0,3,1,1,215,Winter
15619,2012-10-17,4,1,10,23,0,3,1,1,99,Winter
15620,2012-10-18,4,1,10,0,0,4,1,1,57,Winter
15621,2012-10-18,4,1,10,1,0,4,1,1,14,Winter
15622,2012-10-18,4,1,10,2,0,4,1,1,14,Winter
15623,2012-10-18,4,1,10,3,0,4,1,1,5,Winter
15624,2012-10-18,4,1,10,4,0,4,1,1,5,Winter
15625,2012-10-18,4,1,10,5,0,4,1,1,42,Winter
15626,2012-10-18,4,1,10,6,0,4,1,1,153,Winter
